DATAFLOW,LAST UPDATE,freq,unit,schedule,tra_cov,tra_meas,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DE,2023-09,9968281,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DE,2023-10,9691968,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DE,2023-11,6201137,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DE,2023-12,5802968,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DE,2024-01,5145044,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DE,2024-02,5390663,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2022-11,1123811,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2022-12,1061470,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-01,1038105,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-02,1077337,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-03,1294562,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-04,1552059,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-05,1721967,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-06,1791310,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-07,2070028,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-08,1838824,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-09,1900120,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-10,1892956,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-11,1270844,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,DK,2023-12,1225513,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2022-11,158948,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2022-12,161562,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-01,153533,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-02,148394,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-03,175868,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-04,168181,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-05,202321,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-06,202086,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-07,204463,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-08,211036,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-09,198983,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-10,198005,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-11,163305,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EE,2023-12,169658,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2022-11,888967,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2022-12,867333,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-01,765138,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-02,710338,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-03,950033,e
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-04,1670485,e
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-05,2672762,e
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-06,3474680,e
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-07,4134938,e
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-08,4217582,e
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EL,2023-09,4845314,e
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2022-11,6522102,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2022-12,6456401,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-01,6326781,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-02,6197604,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-03,7515927,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-04,9533898,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-05,10158384,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-06,10387579,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-07,11738608,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-08,11960405,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-09,11022221,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES,2023-10,10798948,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2022-11,20008420,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2022-12,19961296,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-01,18615091,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-02,18568973,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-03,22652261,p
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-04,28702896,p
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-05,32474172,p
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-06,35082834,p
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-07,39112987,p
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-08,39033862,p
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,EU27_2020,2023-09,36838430,p
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2022-11,677342,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2022-12,764528,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-01,713386,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-02,703139,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-03,784243,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-04,795818,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-05,942992,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-06,969205,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-07,987509,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-08,891106,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-09,902713,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-10,922330,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-11,735290,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2023-12,822765,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI,2024-01,731159,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2022-11,3816539,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2022-12,3988761,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-01,3577919,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-02,3711368,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-03,4250944,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-04,5590807,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-05,6233911,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-06,6195552,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-07,6723471,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-08,6787896,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-09,6305421,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-10,6074343,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-11,4122236,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2023-12,4334636,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR,2024-01,3638850,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2022-11,181360,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2022-12,171109,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-01,152240,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-02,144218,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-03,222784,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-04,479891,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-05,694937,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-06,982400,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-07,1342303,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-08,1327139,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-09,1015041,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-10,642606,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-11,209067,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2023-12,198128,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR,2024-01,169793,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2022-11,607949,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2022-12,618842,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-01,576297,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-02,525606,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-03,639678,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-04,754976,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-05,795368,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-06,847876,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-07,923365,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-08,905598,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-09,866043,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-10,869589,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-11,736559,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU,2023-12,778777,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2022-11,1188256,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2022-12,1171975,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-01,1173179,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-02,1128793,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-03,1341050,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-04,1701443,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-05,1875142,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-06,1972845,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-07,2116855,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-08,2092302,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-09,1916485,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE,2023-10,1813323,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2022-11,4623319,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2022-12,4633318,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-01,4481705,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-02,4401753,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-03,5380608,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-04,6994720,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-05,7557312,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-06,8017667,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-07,8888203,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-08,9084788,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-09,8350731,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-10,7865134,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-11,5409380,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT,2023-12,5479832,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2022-11,230462,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2022-12,225417,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-01,229898,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-02,217052,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-03,249561,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-04,283619,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-05,342564,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-06,351237,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-07,360689,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-08,378456,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-09,357533,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-10,352147,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-11,262287,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2023-12,273896,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2024-01,262778,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT,2024-02,242619,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2022-11,244037,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2022-12,255348,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-01,223247,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-02,231543,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-03,272772,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-04,319903,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-05,356477,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-06,360180,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-07,378999,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-08,394494,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-09,380907,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-10,361684,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-11,267111,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU,2023-12,273867,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2022-11,309443,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2022-12,326710,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-01,287596,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-02,266601,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-03,321896,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-04,381154,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-05,434031,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-06,452256,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-07,507440,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-08,493555,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-09,436572,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-10,440280,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV,2023-11,341495,
